analyte_id	aliquot_id	month_of_shipment	plate_id	biospecimen_barcode_bottom	center_id	plate_column	is_derived_from_ffpe	volume	amount	plate_row	day_of_shipment	year_of_shipment	bcr_aliquot_uuid	source_center	concentration	quantity	material_type	protocol_type	protocol_description
TCGA-EJ-7782-11A-01R	TCGA-EJ-7782-11A-01R-2117-13	1	2117	120997663	13	8	NO	20		F	4	2012	408421b1-c63b-4159-9ad4-8bd1e1fa477b	22	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5527-01A-01D	TCGA-EJ-5527-01A-01D-1574-01	2	1574	1049968460	1	8	NO	6.67		E	23	2011	eb00507c-a2a3-4aeb-be36-92abdabd48b4	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A83G-10A-01D	TCGA-XJ-A83G-10A-01D-A34X-08	1	A34X	160341734	8	10	NO	40		E	6	2014	4C90EF8D-C640-4C67-BAFA-12FB155781AA	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A9L5-10A-01D	TCGA-ZG-A9L5-10A-01D-A41N-08	5	A41N	174188624	8	9	NO	40		B	28	2014	0C8CD31C-0194-4B85-BB50-BA9F14C78B19	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5754-01A-11R	TCGA-CH-5754-01A-11R-1579-13	2	1579	1049967902	13	2	NO	20		G	23	2011	30345088-1546-4d96-95bd-aed6373debd0	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A71Y-01A-22R	TCGA-M7-A71Y-01A-22R-A32J-13	9	A32J	153879976	13	8	NO	20		E	25	2013	5BCAC3AA-835B-4BE8-B876-1AF6ECD52E5A	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5750-01A-11W	TCGA-CH-5750-01A-11W-1610-08	3	1610	1052625960	8	2	NO	80		E	21	2011	d9127a0d-66b3-4b4e-a413-915daadb5c63	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7125-10A-01D	TCGA-EJ-7125-10A-01D-1957-02	8	1957	113624553	2	11	NO	10		A	17	2011	d088e931-4d7e-4a03-8b5f-7a5b6d081b25	22	0.14	1.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SL-10A-01D	TCGA-YL-A8SL-10A-01D-A379-01	2	A379	164055342	1	7	NO	6.7		B	26	2014	0C756DF6-101B-42CA-B581-C21B2E36D6CF	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7784-01A-11W	TCGA-EJ-7784-01A-11W-2161-08	1	2161	120988825	8	2	NO	80		F	30	2012	a94ccd05-3546-4d9b-90f6-0cdea1267dda	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A720-01A-12D	TCGA-M7-A720-01A-12D-A32A-01	9	A32A	153887462	1	10	NO	6.7		E	25	2013	CD1A37D6-D266-4B7A-9B2A-81FBB9E945BE	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65G-10A-01W	TCGA-EJ-A65G-10A-01W-A31C-08	7	A31C	153887937	8	10	NO	80		F	24	2013	CBA6C79B-D72F-4AC9-98EE-265D3EABD4F6	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-10A-01D	TCGA-EJ-7328-10A-01D-2111-02	1	2111	120997147	2	5	NO	10		A	4	2012	c8679c7c-c1c9-4a07-a82b-af7f768223e6	22	0.15	1.5	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7793-11A-01D	TCGA-EJ-7793-11A-01D-2260-08	4	2260	128285721	8	3	NO	60		E	25	2012	21b3a5b7-42b9-4e26-888e-6ce047c10e8f	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7317-01A-31D	TCGA-EJ-7317-01A-31D-2111-02	1	2111	120997151	2	1	NO	10		A	4	2012	b25f2f78-db49-49df-9150-df43f23589a4	22	0.16	1.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A7FE-01A-12D	TCGA-KC-A7FE-01A-12D-A33U-05	10	A33U	160355358	5	7	NO	13		F	30	2013	3225711C-99A1-472E-8AC4-AA33161B1603	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7330-11A-01D	TCGA-EJ-7330-11A-01D-2112-01	1	2112	120996736	1	8	NO	6.67		C	4	2012	6ea10179-05b5-4de9-9b7b-fec62ca55fa6	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A722-10B-01D	TCGA-M7-A722-10B-01D-A361-01	1	A361	164082855	1	9	NO	6.7		E	29	2014	1D8157AA-B479-451B-8269-778D5D9840B4	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6499-11A-02R	TCGA-G9-6499-11A-02R-1964-13	8	1964	1053936645	13	7	NO	20		H	17	2011	45770359-a541-4d4f-a061-b3193c461b4d	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7210-01A-11D	TCGA-HC-7210-01A-11D-2116-05	1	2116	120996668	5	4	NO	13.3		A	4	2012	84c4a557-eb95-4a40-90ba-fb8336c22ed1	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6E3-11A-11D	TCGA-KK-A6E3-11A-11D-A30G-01	6	A30G	150705634	1	10	NO	6.7		E	12	2013	923CB7E3-256A-469D-81CB-83093204678A	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A879-10A-01D	TCGA-VP-A879-10A-01D-A34X-08	1	A34X	160341759	8	9	NO	40		C	6	2014	D19F8F3A-2084-4991-B2D4-E42C6747ADC5	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-AATV-01A-11D	TCGA-J4-AATV-01A-11D-A41J-01	5	A41J	174186361	1	2	NO	6.7		F	28	2014	578514D0-3A51-4A97-915D-DC77A0EC0163	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7081-01A-11R	TCGA-HC-7081-01A-11R-1965-07	8	1965	1053936385	7	3	NO	13.3		B	17	2011	9dcee6b2-ff25-4db1-be9a-9ac5e6e49c90	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AQ-01A-11R	TCGA-KK-A7AQ-01A-11R-A33R-07	10	A33R	160355425	7	2	NO	13		H	30	2013	B87AF222-7056-4704-80C6-6766B8826767	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A8CY-01A-11R	TCGA-HC-A8CY-01A-11R-A36G-07	1	A36G	164080785	7	2	NO	13		H	29	2014	D6C16450-87C1-4B18-BAB5-8CB782FDB99C	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7742-11A-01D	TCGA-HC-7742-11A-01D-2112-01	1	2112	120996753	1	10	NO	6.67		B	4	2012	c9c62c05-c90b-425a-803c-4543ba250b77	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A8QZ-10A-01W	TCGA-ZG-A8QZ-10A-01W-A44K-08	7	A44K	167802736	8	8	NO	80		G	8	2014	98C86046-C673-4D8A-80EB-B8B0AF0E44A9	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A4BV-01A-31D	TCGA-KC-A4BV-01A-31D-A26L-01	2	A26L	145673530	1	11	NO	6.7		D	27	2013	6E5BC403-BECD-4484-B07F-12BFF3B46D1B	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IM-01A-11D	TCGA-QU-A6IM-01A-11D-A31M-05	7	A31M	150754545	5	10	NO	13		B	24	2013	5F1F8536-B8C1-467C-A4A0-969200D379B1	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7745-01A-11R	TCGA-HC-7745-01A-11R-2117-13	1	2117	120997651	13	5	NO	20		G	4	2012	0861ad2d-29bf-4804-8547-d927b3349912	22	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-FC-A66V-01A-21R	TCGA-FC-A66V-01A-21R-A30I-13	6	A30I	150705628	13	5	NO	20		F	12	2013	227ACC27-FE93-4894-A8FC-161F902769DA	23	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7B4-01A-11R	TCGA-KK-A7B4-01A-11R-A32O-07	9	A32O	153880639	7	8	NO	13		F	25	2013	DCE52B98-298C-4980-BA8B-3791B6528D4C	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A6AN-01A-11D	TCGA-HC-A6AN-01A-11D-A30F-05	6	A30F	150705247	5	8	NO	13		F	12	2013	030052AF-1158-4307-88BD-46FC93055244	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A46D-01A-21R	TCGA-EJ-A46D-01A-21R-A25C-13	12	A25C	132257064	13	1	NO	20		B	19	2012	8062C67F-2D95-498C-846B-ACE19D27B9F8	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7231-01A-11D	TCGA-HC-7231-01A-11D-2112-01	1	2112	120996699	1	4	NO	6.67		F	4	2012	246799a5-9027-4e87-85c9-9b60b3dd69fa	22	0.17	1.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5494-01A-01D	TCGA-EJ-5494-01A-01D-1572-02	2	1572	1049968305	2	4	NO	13.3		H	23	2011	9aa32d54-78ed-4dfc-aca4-e1a88404f791	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SI-01A-11R	TCGA-YL-A8SI-01A-11R-A41O-07	5	A41O	174164622	7	7	NO	13		B	28	2014	968C1021-D6C1-4E0E-8417-43B78A6BDF6D	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A879-01A-11R	TCGA-VP-A879-01A-11R-A352-07	12	A352	160339662	7	7	NO	13		B	18	2013	1CBA2729-EE83-44A3-A21A-AD5359A2BBE3	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8MJ-01A-11R	TCGA-V1-A8MJ-01A-11R-A36G-07	1	A36G	164082152	7	6	NO	13		C	29	2014	98662E95-24F7-41C7-A3F4-50CE203FA9A4	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5754-01A-11D	TCGA-CH-5754-01A-11D-1572-02	2	1572	1049968285	2	2	NO	13.3		G	23	2011	2c0ef4a5-dc20-45e7-b8ee-7525d77128b6	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XK-AAIW-10A-01D	TCGA-XK-AAIW-10A-01D-A41N-08	5	A41N	174188586	8	6	NO	40		E	28	2014	8691E950-9A7A-48E2-AA6B-63E4EFC353A5	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SF-01A-11D	TCGA-YL-A8SF-01A-11D-A378-05	2	A378	164055299	5	6	NO	13		E	26	2014	CC17BA85-2AAA-49D5-B245-E25701E21311	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A52D-01A-11W	TCGA-J9-A52D-01A-11W-A31C-08	7	A31C	153887956	8	5	NO	80		D	24	2013	9BD767FC-1845-4E5D-B13A-3E48EBE6229A	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A9L6-01A-11D	TCGA-ZG-A9L6-01A-11D-A41J-01	5	A41J	174186399	1	9	NO	6.7		C	28	2014	8405CBD6-8572-4048-97C7-931B856120B1	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-AAU2-10A-01D	TCGA-J4-AAU2-10A-01D-A41M-01	5	A41M	174186262	1	2	NO	6.7		G	28	2014	76DD4268-7247-428D-8746-D60037673A6A	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5748-01A-11R	TCGA-CH-5748-01A-11R-1579-13	2	1579	1049967852	13	2	NO	20		B	23	2011	76f3ca5f-f209-46c3-a98d-7e49b2da4280	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8WL-01A-11R	TCGA-V1-A8WL-01A-11R-A37L-07	2	A37L	164104634	7	3	NO	13		F	26	2014	BD8E46C1-5B67-407E-A6FB-67017488A923	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5740-10A-01D	TCGA-CH-5740-10A-01D-1572-02	2	1572	1049968269	2	9	NO	13.3		E	23	2011	6970954a-75db-407b-b0d6-269bc1342737	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7740-01B-04D	TCGA-HC-7740-01B-04D-2298-08	5	2298	125247312	8	1	YES	20		D	31	2012	1237363b-46ba-4359-9af8-bd84098f47c1	22	0.13	2.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5748-01A-11D	TCGA-CH-5748-01A-11D-1572-02	2	1572	1049968235	2	2	NO	13.3		B	23	2011	24a0496a-ca69-4ae3-bf8a-92289c738e9f	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A6RC-01A-11D	TCGA-EJ-A6RC-01A-11D-A32C-05	9	A32C	153879327	5	9	NO	13		C	25	2013	DE321AAF-CA60-4F3A-A0C1-C339C04B9489	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5771-11A-01D	TCGA-CH-5771-11A-01D-1578-05	2	1578	1049968036	5	10	NO	26.7		B	23	2011	64e6ea36-8a33-454b-a6ff-671bb944021b	22	0.13	3.47	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8I6-11A-12D	TCGA-KK-A8I6-11A-12D-A362-08	1	A362	164080470	8	7	NO	40		D	29	2014	05AB92D0-9CBA-4CD0-9F18-31DD0EF37394	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A4BR-10A-01D	TCGA-KC-A4BR-10A-01D-A259-01	12	A259	132255794	1	3	NO	6.7		D	19	2012	F4B79684-3145-49DF-B726-86A7A66E0669	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65F-01A-21D	TCGA-EJ-A65F-01A-21D-A30W-01	6	A30W	153879935	1	1	NO	6.7		A	26	2013	3B85EB5E-F92A-42FD-B8D0-BE3823C2CE88	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AP-01A-12D	TCGA-KK-A7AP-01A-12D-A33T-08	10	A33T	160355153	8	7	NO	40		G	30	2013	1C45A477-5A37-40DE-A023-E282662B95D5	23	0.09	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7744-01A-11W	TCGA-HC-7744-01A-11W-2161-08	1	2161	120988853	8	6	NO	80		D	30	2012	19594bfa-74e8-4f77-944c-aa4c09d45c91	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A59V-01A-11R	TCGA-KK-A59V-01A-11R-A29V-13	5	A29V	132275848	13	8	NO	20		E	8	2013	5D32D682-4FC2-4C71-AD46-662147C3578D	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6367-11A-01D	TCGA-G9-6367-11A-01D-1785-01	5	1785	1053959610	1	4	NO	6.67		C	25	2011	c0b3fb72-c3b1-4cf4-a7d8-04eeed536cf9	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A83K-01A-11D	TCGA-J4-A83K-01A-11D-A34V-05	12	A34V	160341570	5	6	NO	13		C	18	2013	EF025035-9675-4964-9D03-69D035F0B6C3	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-A8W3-01A-11D	TCGA-2A-A8W3-01A-11D-A378-05	2	A378	164104304	5	3	NO	13		C	26	2014	D96EC4D6-20BB-4C45-AA4A-EB0EEB5C6778	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IM-01A-11R	TCGA-KK-A8IM-01A-11R-A36G-07	1	A36G	164082181	7	5	NO	13		F	29	2014	6D249571-1535-4DB3-9860-A56A02941200	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SO-01B-31R	TCGA-YL-A8SO-01B-31R-A37H-13	2	A37H	164104170	13	6	NO	20		E	26	2014	D7D7FEA4-BB6B-4ED3-BE1F-5968297D1B08	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7312-01B-21R	TCGA-EJ-7312-01B-21R-A32J-13	9	A32J	153879965	13	6	NO	20		F	25	2013	2DA7C6DC-4F7C-4C9D-A12E-EB6A64882694	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A52C-01A-11W	TCGA-J9-A52C-01A-11W-A30P-08	6	A30P	150704914	8	11	NO	80		B	12	2013	18AA2BC3-9EFF-45EE-847A-5DA5DBC322A0	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7230-01A-11R	TCGA-HC-7230-01A-11R-2117-13	1	2117	120997676	13	4	NO	20		E	4	2012	d7bd69dd-0a65-4300-914f-a53d45c6926f	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A6AL-01A-11R	TCGA-HC-A6AL-01A-11R-A30B-07	6	A30B	132269774	7	5	NO	13		H	12	2013	97CE2468-DFB0-41C5-903C-577728FEFF95	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A83M-01A-11R	TCGA-J4-A83M-01A-11R-A352-07	12	A352	160339604	7	4	NO	13		G	18	2013	8AB941C0-6E1C-403C-901D-03AC81BBB81F	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7791-10A-01W	TCGA-EJ-7791-10A-01W-2162-08	1	2162	120991414	8	2	NO	80		G	30	2012	06db47da-c8eb-49b4-aa52-4522b56f150e	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A878-01A-31D	TCGA-VP-A878-01A-31D-A34U-08	1	A34U	160339760	8	9	NO	40		B	6	2014	50C8781C-F2C7-4EB3-BEB6-322E4C08E79B	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5532-10A-01D	TCGA-EJ-5532-10A-01D-1575-01	2	1575	1049967369	1	5	NO	6.67		B	23	2011	4c60ac8e-d1a0-4ebf-bdf4-03682b68bcfa	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8261-01B-05D	TCGA-HC-8261-01B-05D-2297-01	5	2297	125246636	1	1	YES	6.67		H	31	2012	05a21de2-ea0f-47d0-b712-2f9e9741db60	22	0.13	0.87	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-11A-01R	TCGA-EJ-7328-11A-01R-2117-13	1	2117	120997711	13	8	NO	20		B	4	2012	f218b1bd-8020-4608-bfb2-d4fcf64fded7	22	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7123-10A-01D	TCGA-EJ-7123-10A-01D-1961-08	8	1961	113624937	8	10	NO	60		H	17	2011	3ec3e955-a945-47a2-917e-9a042e66e800	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5746-01A-11D	TCGA-CH-5746-01A-11D-1578-05	2	1578	1049968023	5	2	NO	26.7		A	23	2011	9bfd8b74-ea56-47aa-a3ee-a9f005e79cfd	22	0.15	4.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7785-01A-11D	TCGA-EJ-7785-01A-11D-2114-08	1	2114	120997294	8	2	NO	60		E	4	2012	9b2182a4-8ac1-4d66-be12-cdd906a100a2	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6348-11A-01R	TCGA-G9-6348-11A-01R-1788-13	5	1788	107043353	13	3	NO	20		D	25	2011	f26c491a-08f5-4a8a-a56a-81c42af95b08	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8213-01A-11R	TCGA-HC-8213-01A-11R-A29R-07	5	A29R	145632228	7	9	NO	13		D	8	2013	61843A22-9A35-4370-A301-881D5C967D29	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7752-11A-01D	TCGA-HC-7752-11A-01D-2116-05	1	2116	120996615	5	9	NO	13.3		E	4	2012	1ceaf363-25f5-4f74-a84b-41a677a29120	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-SU-A7E7-01A-22D	TCGA-SU-A7E7-01A-22D-A33U-05	10	A33U	160355392	5	8	NO	13		C	30	2013	90B0BDD4-5C42-4A4E-A892-CF6F07ED903E	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A87B-10A-01D	TCGA-VP-A87B-10A-01D-A34X-08	1	A34X	160341752	8	9	NO	40		D	6	2014	4D2A435F-5AE8-4A20-BE13-CF9208534CD2	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8WL-10A-01W	TCGA-V1-A8WL-10A-01W-A44K-08	7	A44K	167802812	8	4	NO	80		A	8	2014	1D833EE8-2372-4FC8-AFB2-FCE339843747	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6364-11A-01D	TCGA-G9-6364-11A-01D-1787-05	5	1787	107043587	5	4	NO	13.3		A	25	2011	976e8ecd-761e-4b7f-a871-efc893fb7a42	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8HL-10A-01W	TCGA-YL-A8HL-10A-01W-A446-08	7	A446	167803644	8	11	NO	80		F	8	2014	60131FE5-E9C7-4177-9945-E22AB2F03488	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6361-01A-21D	TCGA-G9-6361-01A-21D-1959-01	8	1959	113624809	1	2	NO	6.67		B	17	2011	acf7afe9-a0fb-477c-a19f-d69d37362258	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5746-10A-01D	TCGA-CH-5746-10A-01D-1572-02	2	1572	1049968227	2	10	NO	13.3		B	23	2011	2c125199-3bb0-4cf5-ba35-54ddf9ebf94d	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A6M7-10A-01W	TCGA-J4-A6M7-10A-01W-A332-08	10	A332	153888231	8	9	NO	80		E	21	2013	E06EE43E-0932-471D-83BD-670351A5C959	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9OX-01A-11R	TCGA-V1-A9OX-01A-11R-A41O-07	5	A41O	174164595	7	4	NO	13		D	28	2014	AF080299-4F21-42BB-8477-8D7414CDAF9F	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A6M7-10A-01D	TCGA-J4-A6M7-10A-01D-A31J-08	7	A31J	153888999	8	9	NO	40		E	24	2013	A8D17AB3-05E9-4F09-A76B-C5740EE14F41	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7314-10A-01W	TCGA-EJ-7314-10A-01W-2161-08	1	2161	120988836	8	12	NO	80		E	30	2012	e8e88bf3-2033-4530-bdfb-fae78677d590	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8I9-11A-11D	TCGA-KK-A8I9-11A-11D-A361-01	1	A361	164082833	1	7	NO	6.7		G	29	2014	0F1C00D3-F3DC-4D2B-BD8A-ECC31E4F4089	23	0.14	0.94	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5499-10A-01W	TCGA-EJ-5499-10A-01W-1611-08	3	1611	1052626076	8	3	NO	80		F	21	2011	ebf47e13-a7e8-44bd-a872-5221354376ce	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65D-01A-11W	TCGA-EJ-A65D-01A-11W-A31F-08	7	A31F	153887023	8	8	NO	80		B	24	2013	C4FDF039-75C6-49A0-A94F-D5D649192806	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A6G1-01A-11R	TCGA-J4-A6G1-01A-11R-A310-13	6	A310	153878258	13	3	NO	20		D	26	2013	84AAA177-8747-492E-9BBA-ACDA1A986976	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5752-01A-11W	TCGA-CH-5752-01A-11W-1610-08	3	1610	1052625984	8	2	NO	80		G	21	2011	64191fd6-e47c-4960-8ff7-258e091ca434	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6361-10A-01D	TCGA-G9-6361-10A-01D-1959-01	8	1959	113624820	1	12	NO	6.67		A	17	2011	82edcacf-3fb9-4b95-9e41-4da221ad0d06	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6DY-01A-12D	TCGA-KK-A6DY-01A-12D-A30Z-05	6	A30Z	153878222	5	2	NO	13		C	26	2013	96971757-AF01-4D98-A660-218B0118153D	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A7F6-01A-11R	TCGA-KC-A7F6-01A-11R-A343-13	10	A343	160356550	13	2	NO	20		C	30	2013	E8F86081-86EF-4AD0-9678-2DDDAF2DA6A4	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7794-01A-11D	TCGA-EJ-7794-01A-11D-2116-05	1	2116	120996645	5	3	NO	13.3		C	4	2012	da9cc644-7196-4efa-9797-70bab0d632c7	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A46G-10A-01W	TCGA-EJ-A46G-10A-01W-A30O-08	6	A30O	150704774	8	10	NO	80		E	12	2013	2B9ED511-2BEE-46F0-9565-0C8AF6732873	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7125-11A-01R	TCGA-EJ-7125-11A-01R-1964-13	8	1964	1053936597	13	7	NO	20		D	17	2011	e50aa29c-e184-40a0-b01b-07008027677f	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A7NK-01A-12D	TCGA-EJ-A7NK-01A-12D-A34U-08	1	A34U	160339699	8	5	NO	40		G	6	2014	A04C6E0D-2D89-46BC-ABF3-4E1AF709F68A	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5752-10A-01W	TCGA-CH-5752-10A-01W-1610-08	3	1610	1052625923	8	12	NO	80		B	21	2011	1d79b848-704d-4997-a74f-1b01e25f28f0	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5752-01A-11D	TCGA-CH-5752-01A-11D-1572-02	2	1572	1049968262	2	2	NO	13.3		E	23	2011	490fc467-7e7e-40a1-98d0-aba46ec71f53	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-8472-01A-11R	TCGA-EJ-8472-01A-11R-2403-07	9	2403	1076402994	7	9	NO	13.3		H	10	2012	139abcca-ef3c-4520-9829-ebf4915d6b92	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
